282.901 -0.0223854
282.903 -0.0062568
282.906 -0.012305
282.908 0.0199501
282.91 0.0229733
282.912 -0.0435531
282.914 -0.0133102
282.917 -0.0284317
282.919 -0.0294406
282.921 -0.0163372
282.923 -0.0042388
282.925 0.0310395
282.927 0.0139019
282.93 -0.0092819
282.932 0.0320485
282.934 0.0048306
282.936 0.0209591
282.939 -0.0012176
282.941 -0.0244033
282.943 -0.0002086
282.945 0.0007985
282.947 -0.0163372
282.95 -0.0153282
282.952 -0.0143192
282.954 0.0139019
282.956 0.0028126
282.958 -0.0153282
282.961 0.0270054
282.963 0.0300305
282.965 0.0522053
282.967 0.0935337
282.969 0.159049
282.972 0.335445
282.974 0.488656
282.976 0.649932
282.979 0.745689
282.981 0.85556
282.983 0.998691
282.985 1.08639
282.987 1.10453
282.99 1.08739
282.992 1.04405
282.994 0.907974
282.996 0.759801
282.999 0.624732
283.001 0.492688
283.003 0.330405
283.005 0.237672
283.007 0.136873
283.009 0.0522053
283.012 0.043134
283.014 -0.0072658
283.016 -0.0012176
283.019 -0.0304458
283.021 -0.067742
283.023 -0.054641
283.025 -0.0163372
283.027 -0.0334728
283.03 -0.0032337
283.032 -0.048592
283.034 -0.0163372
283.036 -0.0435531
283.038 -0.0213764
283.041 -0.0143192
283.043 -0.010289
283.045 -0.0294406
283.048 -0.0455673
283.05 -0.0354888
283.052 -0.053632
283.055 -0.056657
283.057 -0.0334728
283.059 -0.0334728
283.061 -0.0223854
283.063 -0.012305
283.065 -0.0213764
283.068 -0.0375049
283.07 -0.0364959
283.072 -0.081855
283.074 -0.0264175
283.076 -0.0052478
283.078 -0.0233944
283.081 -0.0304458
283.083 -0.0143192
283.085 -0.0254085
283.088 -0.0002086
283.09 -0.010289
283.092 -0.0213764
283.094 -0.0213764
283.096 -0.0233944
283.098 0.0199501
