9820.89 0
9820.88 0
9820.86 0
9820.85 0
9820.84 0
9820.83 0
9820.82 0
9820.8 0
9820.79 0
9820.78 0
9820.77 0
9820.75 -0.000185146
9820.74 -0.000111164
9820.73 0.0000686821
9820.72 0.000273628
9820.71 0.000500086
9820.69 0.000755177
9820.68 0.000994619
9820.67 0.00116082
9820.66 0.00122842
9820.64 0.00117802
9820.63 0.000973734
9820.62 0.000619967
9820.61 0.000225511
9820.59 -0.0000446539
9820.58 -0.000114551
9820.57 -0.0000881844
9820.56 -0.000179537
9820.55 -0.000534085
9820.54 -0.00108531
9820.52 -0.00156162
9820.51 -0.00166115
9820.5 -0.00128194
9820.49 -0.000615418
9820.47 -0.00000446059
9820.46 0.000310105
9820.45 0.000329926
9820.44 0.000237884
9820.42 0.000226865
9820.41 0.000356516
9820.4 0.000529374
9820.39 0.000599476
9820.38 0.000515961
9820.36 0.00035647
9820.35 0.000222773
9820.34 0.000126648
9820.33 -0.0000143219
9820.31 -0.00028605
9820.3 -0.000684824
9820.29 -0.00109145
9820.28 -0.00133799
9820.27 -0.00133646
9820.25 -0.00116232
9820.24 -0.000995565
9820.23 -0.000966849
9820.22 -0.00106348
9820.21 -0.00116917
9820.19 -0.00116948
9820.18 -0.00102391
9820.17 -0.000764906
9820.16 -0.000449857
9820.14 -0.000129547
9820.13 0.000141993
9820.12 0.000306706
9820.11 0.000339534
9820.1 0.000263346
9820.08 0.000111506
9820.07 -0.0000877197
9820.06 -0.000271939
9820.05 -0.0003479
9820.03 -0.000291616
9820.02 -0.000216436
9820.01 -0.000273514
9820 -0.000480085
9819.99 -0.000696345
9819.97 -0.000780895
9819.96 -0.000722491
9819.95 -0.000605257
9819.94 -0.000494453
9819.92 -0.000390346
9819.91 -0.000267026
9819.9 -0.000123908
9819.89 -0.00000467471
9819.88 0.0000200785
9819.86 -0.0000972239
9819.85 -0.000316246
9819.84 -0.00048575
9819.83 -0.000420005
9819.81 -0.0000404485
9819.8 0.000543526
9819.79 0.00109618
9819.78 0.00140383
9819.77 0.00139038
9819.75 0.00113447
9819.74 0.000804434
9819.73 0.000564911
9819.72 0.000498524
9819.7 0.000566733
9819.69 0.000631814
9819.68 0.000544982
9819.67 0.000254182
9819.66 -0.000143688
9819.64 -0.000451196
9819.63 -0.000502701
9819.62 -0.000292812
9819.61 0.0000124844
9819.59 0.00019997
9819.58 0.000149021
9819.57 -0.00012477
9819.56 -0.000502882
9819.55 -0.00081398
9819.53 -0.000908606
9819.52 -0.000757723
9819.51 -0.000483336
9819.5 -0.000253815
9819.49 -0.000139154
9819.47 -0.0000853092
9819.46 -0.000017686
9819.45 0.0000684164
9819.44 0.000124975
9819.42 0.00012429
9819.41 0.000091803
9819.4 0.0000719109
9819.39 0.0000714225
9819.38 0.0000408218
9819.36 -0.0000844938
9819.35 -0.000322026
9819.34 -0.000616856
9819.33 -0.000862921
9819.31 -0.000945734
9819.3 -0.000801364
9819.29 -0.000474473
9819.28 -0.000107072
9819.26 0.000161181
9819.25 0.00027307
9819.24 0.000225936
9819.23 0.0000140578
9819.22 -0.000343852
9819.2 -0.000737656
9819.19 -0.000993225
9819.18 -0.000999599
9819.17 -0.000800715
9819.16 -0.000556732
9819.14 -0.000418592
9819.13 -0.000430449
9819.12 -0.00052858
9819.11 -0.000608221
9819.09 -0.000587123
9819.08 -0.000431112
9819.07 -0.00014851
9819.06 0.000226774
9819.04 0.000637464
9819.03 0.000991052
9819.02 0.0011774
9819.01 0.0011261
9819 0.000845939
9818.98 0.000416411
9818.97 -0.0000311551
9818.96 -0.000335051
9818.95 -0.000371248
9818.94 -0.000143988
9818.92 0.000211968
9818.91 0.000547599
9818.9 0.000807329
9818.89 0.00101456
9818.87 0.00118637
9818.86 0.0012934
9818.85 0.00128347
9818.84 0.00111436
9818.83 0.00077406
9818.81 0.000299894
9818.8 -0.000211586
9818.79 -0.000628093
9818.78 -0.000846914
9818.76 -0.000866758
9818.75 -0.000795457
9818.74 -0.000770165
9818.73 -0.000863926
9818.72 -0.00106038
9818.7 -0.00128636
9818.69 -0.00144345
9818.68 -0.00142882
9818.67 -0.00117318
9818.65 -0.000683244
9818.64 -0.0000496178
9818.63 0.000576046
9818.62 0.00101559
9818.61 0.00112698
9818.59 0.000889512
9818.58 0.000442133
9818.57 0.0000210029
9818.56 -0.000171354
9818.54 -0.0000768999
9818.53 0.00020237
9818.52 0.000498536
9818.51 0.000721044
